MANDT,AGR_NAME,COUNTER,PROFILE,VARIANT,GENERATED,PSTATE
001,SAP_XI_CONFIGURATOR_J2EE,000001,T_YB250046,,X,A
001,SAP_XI_CONTENT_ORGANIZER_ABAP,000001,T_YB250055,,X,A
001,SAP_XI_CONTENT_ORGANIZER_J2EE,000001,T_YB250047,,X,A
001,SAP_XI_DEMOAPP,000001,T_YD160050,,X,A
001,SAP_XI_DEMOAPP_APPL,000001,T_X1940102,,X,A
001,SAP_XI_DEMOAPP_EXECUTE,000001,T_X1990103,,X,A
001,SAP_XI_DEVELOPER_ABAP,000001,T_YB250045,,X,
001,SAP_XI_DEVELOPER_J2EE,000001,T_YB250041,,X,A
001,SAP_XI_DISPLAY_USER_ABAP,000001,T_BI560004,,X,A
001,SAP_XI_DISPLAY_USER_J2EE,000001,T_YB250050,,X,A
001,SAP_XI_ID_SERV_USER,000001,T_YB250028,,X,A
001,SAP_XI_IR_SERV_USER,000001,T_Y1620037,,X,A
001,SAP_XI_IS_SERV_USER,000001,T_Y1620035,,X,A
001,SAP_XI_MESSAGE_MODIFY,000001,T_YA670184,,X,A
001,SAP_XI_MONITOR_ABAP,000001,T_BI560003,,X,A
001,SAP_XI_MONITOR_J2EE,000001,T_YB250048,,X,A
001,SAP_XI_RWB_SERV_USER,000001,T_Y1620046,,X,A
001,SAP_XI_SUPPORT_ABAP,000001,T_YA670153,,X,A
001,SAP_XI_SUPPORT_J2EE,000001,T_YA670154,,X,A
001,SEC_DIAG_TOOL_VIEWER,000001,T_Y3670098,,X,A
001,ZAC_TEST_RANGE,000001,T-NL310004,,X,A
001,ZSAP_BPC_BTCH_JOB,000001,T_EF107527,,X,A
001,ZSAP_BPC_CLM_EXPORT,000001,T_EG450028,,X,A
001,ZSAP_BPC_CLM_IMPORT,000001,T_EG450029,,X,A
001,ZSAP_BPC_RFCACL_DEVELOPER,000001,T_EG450030,,X,A
001,ZSAP_BPC_RFC_DESTINATIONS,000001,T_EG450031,,X,A
001,AGR_TEST,000001,TEST_PROF,,X,A
